rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,current_age
268.0,7900.0,Fashion & Retail,Nancy Walton Laurie,71.0,United States,Henderson,Walmart,Fashion & Retail,United States,False,D,F,1951-05-15 00:00:00,Laurie,Nancy Walton,4/4/2023 5:01,1951.0,5.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,73.0
268.0,7900.0,Technology,Jay Y. Lee,54.0,South Korea,Seoul,Samsung,Technology,South Korea,False,D,M,1968-06-23 00:00:00,Lee,Jay Y.,4/4/2023 5:01,1968.0,6.0,23.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,56.0
268.0,7900.0,Finance & Investments,Ramzi Musallam,54.0,United States,New York,Private equity,Finance & Investments,United States,True,U,M,1968-09-17 00:00:00,Musallam,Ramzi,4/4/2023 5:01,1968.0,9.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,56.0
268.0,7900.0,Finance & Investments,David Shaw,72.0,United States,New York,Hedge funds,Finance & Investments,United States,True,U,M,1951-03-29 00:00:00,Shaw,David,4/4/2023 5:01,1951.0,3.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,74.0
268.0,7900.0,Metals & Mining,Andrei Skoch & family,57.0,Russia,Moscow,Metals and mining,Metals & Mining,Russia,True,U,M,1966-01-30 00:00:00,Skoch & family,Andrei,4/4/2023 5:01,1966.0,1.0,30.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,59.0
268.0,7900.0,Diversified,Georg Stumpf,50.0,Austria,Vienna,"Real estate, construction",Diversified,Austria,True,E,M,1972-09-14 00:00:00,Stumpf,Georg,4/4/2023 5:01,1972.0,9.0,14.0,118.06,1.5,446314739528.0,85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072,52.0
276.0,7800.0,Telecom,Rocco Commisso,73.0,United States,Saddle River,Telecom,Telecom,United States,True,U,M,1949-11-25 00:00:00,Commisso,Rocco,4/4/2023 5:01,1949.0,11.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,75.0
276.0,7800.0,Manufacturing,Li Shuirong & family,66.0,China,Hangzhou,Petrochemicals,Manufacturing,China,True,D,M,1956-07-01 00:00:00,Li,Shuirong,4/4/2023 5:01,1956.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,68.0
276.0,7800.0,Manufacturing,Lin Shu-hong,94.0,Taiwan,Taipei,Petrochemicals,Manufacturing,Taiwan,True,U,M,1928-08-01 00:00:00,Lin,Shu-hong,4/4/2023 5:01,1928.0,8.0,1.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,96.0
276.0,7800.0,Technology,Qi Shi & family,53.0,China,Shanghai,Financial information,Technology,China,True,D,M,1970-01-03 00:00:00,Qi,Shi,4/4/2023 5:01,1970.0,1.0,3.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,55.0
276.0,7800.0,Manufacturing,Yao Liangsong,58.0,China,Guangzhou,Furniture,Manufacturing,China,True,D,M,1964-08-01 00:00:00,Yao,Liangsong,4/4/2023 5:01,1964.0,8.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60.0
276.0,7800.0,Fashion & Retail,Zhang Congyuan,75.0,Taiwan,Taoyuan,Shoes,Fashion & Retail,Taiwan,True,D,M,1948-01-01 00:00:00,Zhang,Congyuan,4/4/2023 5:01,1948.0,1.0,1.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,77.0
282.0,7700.0,Food & Beverage,Jean-Michel Besnier,55.0,France,Laval,Cheese,Food & Beverage,France,False,D,M,1967-06-05 00:00:00,Besnier,Jean-Michel,4/4/2023 5:01,1967.0,6.0,5.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,57.0
282.0,7700.0,Food & Beverage,Marie Besnier Beauvalot,42.0,France,Laval,Cheese,Food & Beverage,France,False,D,F,1980-07-30 00:00:00,Besnier Beauvalot,Marie,4/4/2023 5:01,1980.0,7.0,30.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,44.0
282.0,7700.0,Media & Entertainment,David Geffen,80.0,United States,Beverly Hills,"Movies, record labels",Media & Entertainment,United States,True,D,M,1943-02-21 00:00:00,Geffen,David,4/4/2023 5:01,1943.0,2.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,82.0
282.0,7700.0,Technology,Robin Li,54.0,China,Beijing,Internet search,Technology,China,True,U,M,1968-11-17 00:00:00,Li,Robin,4/4/2023 5:01,1968.0,11.0,17.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,56.0
282.0,7700.0,Service,Liu Yonghao & family,71.0,China,Chengdu,Agribusiness,Service,China,True,D,M,1951-09-01 00:00:00,Liu,Yonghao,4/4/2023 5:01,1951.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,73.0
282.0,7700.0,Technology,Henry Samueli,68.0,United States,Newport Beach,Semiconductors,Technology,United States,True,U,M,1954-09-20 00:00:00,Samueli,Henry,4/4/2023 5:01,1954.0,9.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70.0
282.0,7700.0,Healthcare,Reinhold Schmieding,68.0,United States,Naples,Medical devices,Healthcare,United States,True,U,M,1955-01-03 00:00:00,Schmieding,Reinhold,4/4/2023 5:01,1955.0,1.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70.0
282.0,7700.0,Real Estate,Ivar Tollefsen,61.0,Norway,Oslo,Real estate,Real Estate,Norway,True,U,M,1961-06-23 00:00:00,Tollefsen,Ivar,4/4/2023 5:01,1961.0,6.0,23.0,120.27,2.2,403336363636.0,82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946,63.0
290.0,7600.0,Energy,Cao Renxian,54.0,China,Hefei,Photovoltaic equipment,Energy,China,True,D,M,1968-07-24 00:00:00,Cao,Renxian,4/4/2023 5:01,1968.0,7.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,56.0
290.0,7600.0,Healthcare,Hasmukh Chudgar & family,89.0,India,Ahmedabad,Pharmaceuticals,Healthcare,India,True,U,M,1933-09-19 00:00:00,Chudgar,Hasmukh,4/4/2023 5:01,1933.0,9.0,19.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,91.0
290.0,7600.0,Manufacturing,Andrew Currie,67.0,United Kingdom,London,Chemicals,Manufacturing,United Kingdom,True,U,M,1955-12-04 00:00:00,Currie,Andrew,4/4/2023 5:01,1955.0,12.0,4.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,69.0
290.0,7600.0,Technology,Joe Gebbia,41.0,United States,Austin,Airbnb,Technology,United States,True,D,M,1981-08-21 00:00:00,Gebbia,Joe,4/4/2023 5:01,1981.0,8.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,43.0
290.0,7600.0,Real Estate,Philip Ng,64.0,Singapore,Singapore,Real Estate,Real Estate,Singapore,False,Split Family Fortune,M,1959-01-01 00:00:00,Ng,Philip,4/4/2023 5:01,1959.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,66.0
290.0,7600.0,Manufacturing,John Reece,66.0,United Kingdom,London,Chemicals,Manufacturing,United Kingdom,True,U,M,1957-03-07 00:00:00,Reece,John,4/4/2023 5:01,1957.0,3.0,7.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,68.0
290.0,7600.0,Real Estate,Leonard Stern,85.0,United States,New York,Real estate,Real Estate,United States,False,U,M,1938-03-28 00:00:00,Stern,Leonard,4/4/2023 5:01,1938.0,3.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,87.0
290.0,7600.0,Technology,Joseph Tsai,59.0,Hong Kong,Hong Kong,E-commerce,Technology,Canada,True,D,M,1964-01-19 00:00:00,Tsai,Joseph,4/4/2023 5:01,1964.0,1.0,19.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,61.0
290.0,7600.0,Healthcare,Zhong Huijuan,62.0,China,Shanghai,Pharmaceuticals,Healthcare,China,True,D,F,1961-01-01 00:00:00,Zhong,Huijuan,4/4/2023 5:01,1961.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,64.0
299.0,7500.0,Sports,Arthur Blank,80.0,United States,Atlanta,Home Depot,Sports,United States,True,U,M,1942-09-27 00:00:00,Blank,Arthur,4/4/2023 5:01,1942.0,9.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,82.0
299.0,7500.0,Fashion & Retail,Charles Butt,85.0,United States,San Antonio,Supermarkets,Fashion & Retail,United States,False,R,M,1938-02-03 00:00:00,Butt,Charles,4/4/2023 5:01,1938.0,2.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,87.0
299.0,7500.0,Fashion & Retail,Ding Shijia,59.0,China,Quanzhou,Sports apparel,Fashion & Retail,China,True,D,M,1964-01-01 00:00:00,Ding,Shijia,4/4/2023 5:01,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
299.0,7500.0,Finance & Investments,"Paul Tudor Jones, II.",68.0,United States,Palm Beach,Hedge funds,Finance & Investments,United States,True,U,M,1954-09-28 00:00:00,Jones,Paul Tudor,4/4/2023 5:01,1954.0,9.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70.0
299.0,7500.0,Finance & Investments,Henry Kravis,79.0,United States,New York,Private equity,Finance & Investments,United States,True,D,M,1944-01-06 00:00:00,Kravis,Henry,4/4/2023 5:01,1944.0,1.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,81.0
299.0,7500.0,Food & Beverage,Zhang Yong,52.0,Singapore,Singapore,Restaurants,Food & Beverage,Singapore,True,U,M,1970-07-01 00:00:00,Zhang,Yong,4/4/2023 5:01,1970.0,7.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,54.0
305.0,7400.0,Technology,James Goodnight,80.0,United States,Cary,Software,Technology,United States,True,U,M,1943-01-06 04:00:00,Goodnight,James,4/4/2023 9:01,1943.0,1.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,82.0
305.0,7400.0,Manufacturing,Sri Prakash Lohia,70.0,United Kingdom,London,Petrochemicals,Manufacturing,Indonesia,False,U,M,1952-08-11 00:00:00,Lohia,Sri Prakash,4/4/2023 5:01,1952.0,8.0,11.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,72.0
305.0,7400.0,Fashion & Retail,Ma Jianrong,59.0,China,Ningbo,"Textiles, apparel",Fashion & Retail,China,True,D,M,1964-01-01 00:00:00,Ma,Jianrong,4/4/2023 5:01,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
305.0,7400.0,Real Estate,Robert Ng,71.0,Singapore,Singapore,Real estate,Real Estate,Singapore,False,Split Family Fortune,M,1952-01-01 00:00:00,Ng,Robert,4/4/2023 5:01,1952.0,1.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,73.0
305.0,7400.0,Manufacturing,Steven Rales,72.0,United States,Santa Barbara,"Manufacturing, investments",Manufacturing,United States,True,D,M,1951-03-31 00:00:00,Rales,Steven,4/4/2023 5:01,1951.0,3.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,74.0
305.0,7400.0,Construction & Engineering,Nassef Sawiris,62.0,Egypt,Cairo,"Construction, investments",Construction & Engineering,Egypt,False,D,M,1961-01-19 00:00:00,Sawiris,Nassef,4/4/2023 5:01,1961.0,1.0,19.0,288.57,9.2,303175127598.0,35.2,106.3,71.8,12.5,44.4,100388073.0,26.820553,30.802498,64.0
305.0,7400.0,Food & Beverage,Harry Stine,81.0,United States,Adel,Agriculture,Food & Beverage,United States,True,U,M,1941-11-30 00:00:00,Stine,Harry,4/4/2023 5:01,1941.0,11.0,30.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,83.0
312.0,7300.0,Manufacturing,Benu Gopal Bangur,91.0,India,Kolkata,Cement,Manufacturing,India,False,U,M,1931-06-01 00:00:00,Bangur,Benu Gopal,4/4/2023 5:01,1931.0,6.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,93.0
312.0,7300.0,Metals & Mining,Iskander Makhmudov,59.0,Russia,Moscow,"Mining, metals, machinery",Metals & Mining,Russia,True,U,M,1963-12-05 00:00:00,Makhmudov,Iskander,4/4/2023 5:01,1963.0,12.0,5.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,61.0
312.0,7300.0,Fashion & Retail,Anders Holch Povlsen,50.0,Denmark,Aarhus,Fashion retail,Fashion & Retail,Denmark,False,D,M,1972-11-04 00:00:00,Povlsen,Anders Holch,4/4/2023 5:01,1972.0,11.0,4.0,110.35,0.8,348078018464.0,80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785,52.0
312.0,7300.0,Logistics,Enrique Razon Jr.,63.0,Philippines,Manila,Ports,Logistics,Philippines,False,U,M,1960-03-03 00:00:00,Razon Jr.,Enrique,4/4/2023 5:01,1960.0,3.0,3.0,129.61,2.5,376795508680.0,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017,65.0
312.0,7300.0,Technology,Wang Laichun,55.0,China,Shenzhen,Electronics components,Technology,Hong Kong,True,D,F,1967-06-03 00:00:00,Wang,Laichun,4/4/2023 5:01,1967.0,6.0,3.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,57.0
317.0,7200.0,Finance & Investments,Arthur Dantchik,65.0,United States,Gladwyne,"Trading, investments",Finance & Investments,United States,True,N,M,1957-11-25 00:00:00,Dantchik,Arthur,4/4/2023 5:01,1957.0,11.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,67.0
317.0,7200.0,Technology,Terry Gou,72.0,Taiwan,Taipei,Electronics,Technology,Taiwan,True,U,M,1950-10-18 00:00:00,Gou,Terry,4/4/2023 5:01,1950.0,10.0,18.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,74.0
317.0,7200.0,Real Estate,Jeff Greene,68.0,United States,Palm Beach,"Real estate, investments",Real Estate,United States,True,U,M,1954-12-10 00:00:00,Greene,Jeff,4/4/2023 5:01,1954.0,12.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70.0
317.0,7200.0,Finance & Investments,Don Hankey,79.0,United States,Malibu,Auto loans,Finance & Investments,United States,True,U,M,1943-06-13 00:00:00,Hankey,Don,4/4/2023 5:01,1943.0,6.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,81.0
317.0,7200.0,Energy,Richard Kinder,78.0,United States,Houston,Pipelines,Energy,United States,True,D,M,1944-10-19 00:00:00,Kinder,Richard,4/4/2023 5:01,1944.0,10.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80.0
317.0,7200.0,Finance & Investments,Guillaume Pousaz,41.0,United Arab Emirates,Dubai,Fintech,Finance & Investments,Switzerland,True,D,M,1981-08-15 00:00:00,Pousaz,Guillaume,4/4/2023 5:01,1981.0,8.0,15.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,43.0
317.0,7200.0,Fashion & Retail,Takahisa Takahara,61.0,Japan,Tokyo,Personal care goods,Fashion & Retail,Japan,False,U,M,1961-07-12 00:00:00,Takahara,Takahisa,4/4/2023 5:01,1961.0,7.0,12.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,63.0
317.0,7200.0,Food & Beverage,Zong Qinghou,77.0,China,Hangzhou,Beverages,Food & Beverage,China,True,D,M,1945-10-01 00:00:00,Zong,Qinghou,4/4/2023 5:01,1945.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,79.0
325.0,7100.0,Technology,Judy Faulkner,79.0,United States,Madison,Healthcare software,Technology,United States,True,U,F,1943-08-01 00:00:00,Faulkner,Judy,4/4/2023 5:01,1943.0,8.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,81.0
325.0,7100.0,Gambling & Casinos,Johann Graf,76.0,Austria,Vienna,Gambling,Gambling & Casinos,Austria,True,U,M,1947-01-03 00:00:00,Graf,Johann,4/4/2023 5:01,1947.0,1.0,3.0,118.06,1.5,446314739528.0,85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072,78.0
325.0,7100.0,Service,Tamara Gustavson,61.0,United States,Lexington,Self storage,Service,United States,False,D,F,1961-11-16 00:00:00,Gustavson,Tamara,4/4/2023 5:01,1961.0,11.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,63.0
325.0,7100.0,Manufacturing,Liang Wengen,66.0,China,Changsha,Construction equipment,Manufacturing,China,True,D,M,1956-12-14 00:00:00,Liang,Wengen,4/4/2023 5:01,1956.0,12.0,14.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,68.0
325.0,7100.0,Healthcare,Frederik Paulsen,72.0,Switzerland,Lausanne,Health care,Healthcare,Sweden,False,D,M,1950-10-30 00:00:00,Paulsen,Frederik,4/4/2023 5:01,1950.0,10.0,30.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,74.0
325.0,7100.0,Finance & Investments,Wee Cho Yaw,94.0,Singapore,Singapore,Banking,Finance & Investments,Singapore,False,D,M,1929-01-10 00:00:00,Wee,Cho Yaw,4/4/2023 5:01,1929.0,1.0,10.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,96.0
325.0,7100.0,Manufacturing,Zhang Hejun,71.0,China,Ningbo,Electronics,Manufacturing,China,True,U,M,1952-01-01 00:00:00,Zhang,Hejun,4/4/2023 5:01,1952.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,73.0
332.0,7000.0,Technology,Marc Benioff,58.0,United States,San Francisco,Business software,Technology,United States,True,D,M,1964-09-25 00:00:00,Benioff,Marc,4/4/2023 5:01,1964.0,9.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60.0
332.0,7000.0,Media & Entertainment,Dmitri Bukhman,37.0,United Kingdom,London,Online games,Media & Entertainment,Israel,True,D,M,1985-05-27 00:00:00,Bukhman,Dmitri,4/4/2023 5:01,1985.0,5.0,27.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,39.0
332.0,7000.0,Media & Entertainment,Igor Bukhman,41.0,United Kingdom,London,Online games,Media & Entertainment,Israel,True,D,M,1982-03-29 00:00:00,Bukhman,Igor,4/4/2023 5:01,1982.0,3.0,29.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,43.0
332.0,7000.0,Technology,Jack Dangermond,77.0,United States,Redlands,Mapping software,Technology,United States,True,U,M,1945-07-23 00:00:00,Dangermond,Jack,4/4/2023 5:01,1945.0,7.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,79.0
332.0,7000.0,Manufacturing,Ashwin Dani & family,80.0,India,Mumbai,Paints,Manufacturing,India,False,D,M,1942-10-24 00:00:00,Dani,Ashwin,4/4/2023 5:01,1942.0,10.0,24.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,82.0
332.0,7000.0,Fashion & Retail,Ralph Lauren,83.0,United States,New York,Apparel,Fashion & Retail,United States,True,U,M,1939-10-14 00:00:00,Lauren,Ralph,4/4/2023 5:01,1939.0,10.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,85.0
332.0,7000.0,Real Estate,Law Kar Po,74.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,U,M,1948-08-02 00:00:00,Law,Kar Po,4/4/2023 5:01,1948.0,8.0,2.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,76.0
332.0,7000.0,Diversified,Rohiqa Cyrus Mistry,55.0,India,Mumbai,Diversified,Diversified,India,False,N,F,1967-06-06 00:00:00,Mistry,Rohiqa Cyrus,4/4/2023 5:01,1967.0,6.0,6.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,57.0
332.0,7000.0,Diversified,Shapoor Mistry,58.0,India,Mumbai,Diversified,Diversified,Ireland,False,N,M,1964-09-06 00:00:00,Mistry,Shapoor,4/4/2023 5:01,1964.0,9.0,6.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,60.0
332.0,7000.0,Food & Beverage,J. Christopher Reyes,69.0,United States,Hobe Sound,Food distribution,Food & Beverage,United States,True,D,M,1953-12-29 00:00:00,Reyes,J. Christopher,4/4/2023 5:01,1953.0,12.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,71.0
332.0,7000.0,Food & Beverage,Jude Reyes,67.0,United States,Palm Beach,Food distribution,Food & Beverage,United States,True,D,M,1955-09-16 00:00:00,Reyes,Jude,4/4/2023 5:01,1955.0,9.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,69.0
332.0,7000.0,Food & Beverage,Don Vultaggio & family,71.0,United States,Port Washington,Beverages,Food & Beverage,United States,True,U,M,1952-02-26 00:00:00,Vultaggio,Don,4/4/2023 5:01,1952.0,2.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,73.0
344.0,6900.0,Diversified,Alejandro Bailleres Gual & family,62.0,Mexico,New York,Diversified,Diversified,Mexico,False,U,M,1961-01-01 00:00:00,Bailleres Gual,Alejandro,4/4/2023 5:01,1961.0,1.0,1.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,64.0
344.0,6900.0,Diversified,Edythe Broad & family,87.0,United States,Los Angeles,"Homebuilding, insurance",Diversified,United States,False,E,F,1936-01-01 00:00:00,Broad,Edythe,4/4/2023 5:01,1936.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,89.0
344.0,6900.0,Food & Beverage,Pauline MacMillan Keinath,89.0,United States,St. Louis,Cargill,Food & Beverage,United States,False,D,F,1934-01-01 00:00:00,Keinath,Pauline MacMillan,4/4/2023 5:01,1934.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,91.0
344.0,6900.0,Finance & Investments,Philippe Laffont,55.0,United States,New York,Hedge fund,Finance & Investments,United States,True,U,M,1967-09-16 00:00:00,Laffont,Philippe,4/4/2023 5:01,1967.0,9.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,57.0
344.0,6900.0,Technology,Liu Jincheng & family,58.0,China,Huizhou,Lithium batteries,Technology,China,True,D,M,1964-09-22 00:00:00,Liu,Jincheng,4/4/2023 5:01,1964.0,9.0,22.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60.0
344.0,6900.0,Real Estate,Igor Olenicoff,80.0,United States,Lighthouse Point,Real estate,Real Estate,United States,True,U,M,1942-09-20 00:00:00,Olenicoff,Igor,4/4/2023 5:01,1942.0,9.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,82.0
344.0,6900.0,Fashion & Retail,Sandra Ortega Mera,54.0,Spain,La Coruna,Zara,Fashion & Retail,Spain,False,U,F,1968-07-09 00:00:00,Ortega Mera,Sandra,4/4/2023 5:01,1968.0,7.0,9.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,56.0
344.0,6900.0,Healthcare,Ronda Stryker,68.0,United States,Portage,Medical equipment,Healthcare,United States,False,U,F,1954-05-01 00:00:00,Stryker,Ronda,4/4/2023 5:01,1954.0,5.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70.0
